Estado;Município;Total domicílios;Total com água canalizada;Água em pelo menos um cômodo;Rede geral de distribuição;Outra forma;Água no terreno ou propriedade;Rede geral de distribuição.1;Outra forma.1;Não tinham;Código da Unidade Geográfica
Pará;Área 001;6322;3254;2875;1634;1241;379;252;127;3068;1504703003001.0
Pará;Área 002;9208;4953;3745;2276;1469;1208;885;323;4254;1504703003002.0
Pará;Monte Alegre;13739;7971;5922;4470;1452;2049;1693;357;5768;1504802.0
Pará;Área 001;5940;4060;3024;2581;443;1035;860;175;1880;1504802003001.0
Pará;Área 002;7799;3912;2898;1889;1009;1014;832;182;3888;1504802003002.0
Pará;Novo Repartimento;15154;7172;5833;779;5054;1339;116;1223;7982;1505064.0
Pará;Área 001;7509;2652;2101;241;1860;551;85;466;4857;1505064003001.0
Pará;Área 002;7645;4520;3732;538;3194;787;31;757;3125;1505064003002.0
Pará;Óbidos;11231;7749;5829;4947;882;1920;1503;417;3482;1505106.0
Pará;Área 001;4694;4662;3960;3452;508;702;638;63;32;1505106003001.0
Pará;Área 002;6537;3087;1869;1495;374;1218;865;354;3450;1505106003002.0
Pará;Oriximiná;13681;10547;7608;5353;2255;2939;1659;1280;3134;1505304.0
Pará;Área 001;5739;4343;3769;2791;978;574;256;318;1396;1505304003001.0
Pará;Área 002;7943;6204;3838;2562;1277;2366;1403;962;1739;1505304003002.0
Pará;Pacajá;10083;4159;3377;186;3191;782;23;759;5923;1505486.0
Pará;Área 001;4309;1677;1244;11;1234;433;0;433;2632;1505486003001.0
Pará;Área 002;5774;2482;2133;176;1957;349;23;327;3291;1505486003002.0
Pará;Paragominas;24945;21442;17443;10908;6535;3999;2710;1289;3503;1505502.0
Pará;Área 001;4378;4079;3226;2139;1086;853;807;46;299;1505502003001.0
Pará;Área 002;4147;3941;3309;2584;725;632;519;113;206;1505502003002.0
Pará;Área 003;6838;5031;4303;946;3357;729;11;717;1806;1505502003003.0
Pará;Área 004;9582;8391;6605;5238;1367;1785;1373;413;1191;1505502003004.0
Pará;Parauapebas;42719;39063;34067;27170;6897;4996;4309;687;3655;1505536.0
Pará;Área 001;4316;4193;3882;3344;538;311;302;9;123;1505536003001.0
Pará;Área 002;6360;5734;4756;3565;1190;978;834;143;626;1505536003002.0
Pará;Área 003;4169;3364;3083;2227;856;281;243;38;805;1505536003003.0
Pará;Área 004;4062;4019;3746;3558;188;273;229;44;43;1505536003004.0
Pará;Área 005;6309;6153;5189;4660;529;964;907;57;156;1505536003005.0
Pará;Área 006;6985;6750;5650;4868;782;1100;981;119;235;1505536003006.0
Pará;Área 007;10518;8851;7762;4947;2815;1089;812;277;1667;1505536003007.0
Pará;Portel;9634;4573;3886;1615;2271;686;457;230;5061;1505809.0
Pará;Área 001;4258;3203;2710;962;1748;493;340;153;1055;1505809003001.0
Pará;Área 002;5376;1370;1176;653;524;193;117;76;4006;1505809003002.0
Pará;Redenção;19821;16786;14504;3465;11039;2282;734;1549;3035;1506138.0
Pará;Área 001;5008;3569;2617;137;2480;952;95;857;1439;1506138003001.0
Pará;Área 002;5264;4881;4588;629;3959;293;138;155;383;1506138003002.0
Pará;Área 003;9549;8337;7300;2699;4601;1037;501;536;1213;1506138003003.0
Pará;Rondon do Pará;12543;10872;8679;7640;1039;2192;1972;220;1671;1506187.0
Pará;Área 001;5842;4329;3448;2728;720;881;726;155;1513;1506187003001.0
Pará;Área 002;6701;6542;5231;4912;319;1312;1246;66;159;1506187003002.0
Pará;Rurópolis;9279;5324;4055;2024;2030;1270;632;638;3955;1506195.0
Pará;Área 001;3915;1513;840;449;391;673;368;305;2402;1506195003001.0
Pará;Área 002;5364;3811;3214;1575;1639;597;264;333;1553;1506195003002.0
Pará;Santa Isabel do Pará;15229;13001;11836;8893;2943;1165;849;315;2228;1506500.0
Pará;Área 001;6699;5474;4819;3507;1312;655;523;132;1225;1506500003001.0
Pará;Área 002;8530;7527;7017;5386;1631;510;327;183;1003;1506500003002.0
Pará;Santana do Araguaia;13815;9606;8688;628;8060;919;71;848;4209;1506708.0
Pará;Área 001;5011;3980;3883;325;3558;97;12;85;1031;1506708003001.0
Pará;Área 002;8804;5626;4804;303;4502;822;59;763;3177;1506708003002.0
Pará;Santarém;70037;57647;49849;35902;13946;7799;5159;2640;12390;1506807.0
Pará;Grande Área da Aldeia I;6140;6075;5837;4911;926;238;219;18;65;1506807005001.0
Pará;Grande Área da Aldeia II;10017;9867;9136;7118;2018;731;581;150;150;1506807005002.0
Pará;Grande Área da Nova República;7594;6859;6235;4747;1488;624;500;124;735;1506807005003.0
Pará;Grande Área da Prainha I;7003;6691;5479;4099;1380;1213;835;378;312;1506807005004.0
Pará;Grande Área da Prainha II;7040;6931;6220;3758;2461;711;320;392;109;1506807005005.0
Pará;Grande Área do Maicá;4947;3611;2763;1301;1461;849;587;262;1335;1506807005006.0
Pará;Grande Área do Santarenzinho;7308;6876;6239;5048;1191;638;309;329;431;1506807005007.0
Pará;Microbacia do Rio Amazonas e Eixo Forte;4574;1604;1290;859;430;315;162;153;2970;1506807005008.0
Pará;Microbacias do Lago Grande e Tapajós;6375;2441;1325;1150;175;1115;671;445;3934;1506807005009.0
Pará;Mojuí dos Campos;4162;2909;2174;1204;970;735;465;270;1253;1506807005010.0
Pará;Planalto;4876;3782;3151;1707;1444;631;511;121;1094;1506807005011.0
Pará;São Félix do Xingu;22313;13213;11429;1072;10357;1784;154;1630;9101;1507300.0
Pará;Área 001;4083;2100;1929;0;1929;171;0;171;1983;1507300003001.0
Pará;Área 002;3910;2232;1807;11;1796;425;0;425;1678;1507300003002.0
Pará;Área 003;5653;3671;3226;507;2719;446;22;423;1981;1507300003003.0
Pará;Área 004;8668;5209;4466;553;3913;743;131;611;3459;1507300003004.0
Pará;São Miguel do Guamá;12590;8104;6671;3494;3178;1432;691;741;4486;1507607.0
Pará;Área 001;5972;3411;2683;1279;1404;728;262;466;2561;1507607003001.0
Pará;Área 002;6618;4693;3988;2215;1774;704;429;275;1926;1507607003002.0
Pará;Tailândia;16519;9097;7750;4437;3313;1347;439;907;7422;1507953.0
Pará;Área 001;7854;3117;2356;534;1823;760;22;738;4737;1507953003001.0
Pará;Área 002;8665;5980;5394;3903;1491;586;417;169;2685;1507953003002.0
Pará;Tomé-Açu;13542;9823;8953;7607;1345;870;680;190;3720;1508001.0
Pará;Área 001;4388;2764;2325;1646;679;439;378;61;1624;1508001003001.0
Pará;Área 002;9155;7059;6628;5962;666;431;302;129;2096;1508001003002.0
Pará;Tucumã;9445;7764;7014;3379;3635;750;516;234;1681;1508084.0
Pará;Área 001;4147;2883;2607;598;2009;276;154;123;1265;1508084003001.0
Pará;Área 002;5298;4881;4407;2782;1625;474;362;112;416;1508084003002.0
Pará;Tucuruí;23576;21355;19111;17316;1795;2244;1928;316;2221;1508100.0
Pará;Área 001;4350;2924;1878;1424;454;1047;755;291;1426;1508100003001.0
Pará;Área 002;5631;5381;5128;4414;714;253;229;25;250;1508100003002.0
Pará;Área 003;6742;6604;6010;5875;135;594;594;0;138;1508100003003.0
Pará;Área 004;6852;6445;6096;5603;492;350;350;0;407;1508100003004.0
Pará;Uruará;11217;7526;6412;57;6355;1113;0;1113;3691;1508159.0
Pará;Área 001;5396;3187;2875;50;2825;312;0;312;2209;1508159003001.0
Pará;Área 002;5820;4338;3537;7;3530;802;0;802;1482;1508159003002.0
Pará;Vigia;11799;9667;7930;3693;4237;1737;1210;527;2132;1508209.0
Pará;Área 001;4008;3256;2742;984;1758;514;316;198;752;1508209003001.0
Pará;Área 002;7791;6411;5188;2709;2480;1223;894;329;1380;1508209003002.0
Pará;Viseu;12307;5650;4566;3428;1138;1084;603;481;6657;1508308.0
Pará;Área 001;4246;2369;1848;1630;217;521;390;131;1877;1508308003001.0
Pará;Área 002;8061;3281;2718;1797;921;563;213;349;4780;1508308003002.0
Pará;Xinguara;11439;9096;8348;1300;7047;748;181;567;2344;1508407.0
Pará;Área 001;4228;3266;2973;684;2288;293;130;163;962;1508407003001.0
Pará;Área 002;7212;5830;5375;616;4759;455;51;404;1382;1508407003002.0
Amapá;Macapá;94410;82772;74522;46990;27532;8250;4345;3905;11638;1600303.0
Amapá;Área 001;5505;4658;3395;1803;1592;1263;492;770;847;1600303005001.0
Amapá;Área 002;4583;4564;4393;4087;305;171;171;0;20;1600303005002.0
Amapá;Área 003;4726;4540;4279;3102;1177;261;261;0;186;1600303005003.0
Amapá;Área 004;4228;4047;3512;2178;1334;535;435;100;182;1600303005004.0
Amapá;Área 005;4267;4141;3877;2736;1141;264;220;44;126;1600303005005.0
Amapá;Área 006;5272;4978;4861;3504;1357;117;84;33;295;1600303005006.0
Amapá;Área 007;4687;4584;4128;3372;756;456;350;106;103;1600303005007.0
Amapá;Área 008;4335;3907;3496;2667;830;411;202;209;428;1600303005008.0
Amapá;Área 009;4867;4826;4674;4179;495;152;112;40;41;1600303005009.0
Amapá;Área 010;4991;4757;4410;3144;1266;347;305;42;234;1600303005010.0
Amapá;Área 011;4355;4323;3890;3853;36;433;433;0;32;1600303005011.0
Amapá;Área 012;4452;4347;3617;3142;475;730;494;236;105;1600303005012.0
Amapá;Área 013;6183;5869;5211;3903;1308;658;457;201;314;1600303005013.0
Amapá;Área 014;4300;3307;3190;761;2429;117;0;117;993;1600303005014.0
Amapá;Área 015;4282;2773;2592;289;2303;181;18;163;1509;1600303005015.0
Amapá;Área 016;4964;4072;3864;1500;2363;208;70;138;893;1600303005016.0
Amapá;Área 017;6135;4725;3666;323;3343;1059;45;1014;1411;1600303005017.0
Amapá;Área 018;5158;2958;2552;682;1871;406;85;320;2200;1600303005018.0
Amapá;Área 019;7118;5396;4916;1764;3151;480;109;371;1722;1600303005019.0
Amapá;Santana;22291;20156;18246;13661;4585;1910;1566;344;2135;1600600.0
Amapá;Área 001;4107;3679;3148;2141;1007;531;351;180;429;1600600003001.0
Amapá;Área 002;8692;7478;6919;5422;1497;560;487;73;1213;1600600003002.0
Amapá;Área 003;9492;8999;8180;6098;2082;819;728;91;494;1600600003003.0
Tocantins;Araguaína;43814;42840;41321;39721;1601;1519;1087;431;974;1702109.0
Tocantins;Área 001;6440;6401;6247;6224;22;154;154;0;39;1702109003001.0
Tocantins;Área 002;5180;5180;5126;5106;20;54;44;10;0;1702109003002.0
Tocantins;Área 003;4352;4345;4293;4247;45;52;52;0;8;1702109003003.0
Tocantins;Área 004;4282;4254;4254;4161;93;0;0;0;28;1702109003004.0
Tocantins;Área 005;7641;7622;7411;7371;40;210;179;32;19;1702109003005.0
Tocantins;Área 006;6495;6418;6163;6054;109;255;255;0;77;1702109003006.0
Tocantins;Área 007;9424;8621;7828;6556;1272;793;404;389;803;1702109003007.0
Tocantins;Colinas do Tocantins;9126;8917;8292;7721;571;625;602;23;209;1705508.0
Tocantins;Área 001;4224;4122;3768;3452;316;353;341;13;102;1705508003001.0
Tocantins;Área 002;4902;4795;4524;4269;255;272;261;11;106;1705508003002.0
Tocantins;Gurupi;23202;22301;21814;19308;2506;487;372;115;901;1709500.0
Tocantins;Área 001;4258;4188;4123;3740;384;65;65;0;70;1709500003001.0
Tocantins;Área 002;4777;4573;4367;3751;616;206;166;40;204;1709500003002.0
Tocantins;Área 003;5767;5708;5696;5347;349;12;12;0;59;1709500003003.0
Tocantins;Área 004;8400;7831;7628;6471;1157;203;129;74;569;1709500003004.0
Tocantins;Palmas;68685;68068;65542;63439;2103;2527;2299;227;616;1721000.0
Tocantins;Arne;5659;5659;5650;5569;81;9;9;0;0;1721000005001.0
Tocantins;Arno;11026;10989;10634;10576;58;355;355;0;37;1721000005002.0
Tocantins;Arse 1;5932;5922;5691;5613;79;231;231;0;10;1721000005003.0
Tocantins;Arse 2;13211;13211;12425;12376;49;786;786;0;0;1721000005004.0
Tocantins;Arso;6616;6598;6217;6133;84;381;381;0;18;1721000005005.0
Tocantins;Extra Cidade;4219;3819;3571;2177;1394;248;51;197;400;1721000005010.0
Tocantins;Sul 1;5359;5325;5164;5051;113;162;142;19;34;1721000005006.0
Tocantins;Sul 2;6792;6768;6649;6604;46;119;119;0;24;1721000005007.0
Tocantins;Sul 3;4473;4428;4344;4285;59;84;84;0;45;1721000005008.0
Tocantins;Sul 4;5398;5349;5197;5055;142;152;141;11;48;1721000005009.0
Tocantins;Paraíso do Tocantins;13426;12998;12881;11489;1392;117;77;40;428;1716109.0
Tocantins;Área 001;6550;6350;6282;5611;671;67;50;18;200;1716109003001.0
Tocantins;Área 002;6876;6648;6599;5878;721;49;27;23;228;1716109003002.0
Tocantins;Porto Nacional;13774;13286;12815;11081;1735;471;301;170;488;1718204.0
Tocantins;Área 001;6696;6597;6380;6237;143;216;195;21;99;1718204003001.0
Tocantins;Área 002;7078;6689;6435;4844;1591;254;105;149;389;1718204003002.0
Maranhão;Açailândia;27473;26202;21905;19396;2509;4297;3719;578;1271;2100055.0
Maranhão;Área 001;4413;4374;3434;3139;294;940;930;10;39;2100055003001.0
Maranhão;Área 002;4648;4114;3301;2667;634;813;659;153;535;2100055003002.0
Maranhão;Área 003;6957;6942;6473;6421;52;469;469;0;15;2100055003003.0
Maranhão;Área 004;11454;10773;8697;7169;1529;2075;1661;415;682;2100055003004.0
Maranhão;Bacabal;26215;24433;21684;19980;1704;2749;2226;523;1782;2101202.0
Maranhão;Área 001;4295;4261;4180;4106;74;80;80;0;34;2101202003001.0
Maranhão;Área 002;4543;3695;2760;1919;841;935;707;227;848;2101202003002.0
Maranhão;Área 003;7794;7406;6599;6306;293;807;785;22;388;2101202003003.0
Maranhão;Área 004;9583;9072;8144;7649;496;927;653;274;511;2101202003004.0
Maranhão;Balsas;21310;18235;16766;13730;3036;1470;1084;386;3074;2101400.0
Maranhão;Área 001;7430;6552;6220;5810;410;332;301;32;877;2101400003001.0
Maranhão;Área 002;4865;4021;3586;2674;912;435;205;230;844;2101400003002.0
Maranhão;Área 003;9015;7662;6959;5245;1714;703;578;125;1353;2101400003003.0
Maranhão;Barra do Corda;21597;17528;12692;11026;1667;4836;3725;1110;4069;2101608.0
Maranhão;Área 001;4181;3003;1436;1126;310;1568;1198;369;1178;2101608003001.0
Maranhão;Área 002;8765;6849;5367;4693;674;1482;1063;418;1916;2101608003002.0
Maranhão;Área 003;8651;7676;5890;5207;683;1786;1463;323;975;2101608003003.0
Maranhão;Barreirinhas;12162;5487;4407;3506;901;1080;500;580;6675;2101707.0
Maranhão;Área 001;4652;889;517;182;335;371;72;299;3763;2101707003001.0
Maranhão;Área 002;7510;4599;3890;3324;566;709;428;280;2911;2101707003002.0
Maranhão;Bom Jardim;9610;7405;5125;4483;642;2280;1887;393;2205;2102002.0
Maranhão;Área 001;4725;4421;3302;2918;384;1120;957;162;304;2102002003001.0
Maranhão;Área 002;4885;2984;1824;1566;258;1160;930;230;1901;2102002003002.0
Maranhão;Buriticupu;14968;10969;5209;4236;973;5760;4940;819;3999;2102325.0
Maranhão;Área 001;5329;4340;2427;2163;265;1912;1831;81;989;2102325003001.0
Maranhão;Área 002;9639;6629;2781;2073;708;3847;3109;738;3010;2102325003002.0
Maranhão;Caxias;40172;34165;29585;26650;2935;4580;3234;1346;6007;2103000.0
Maranhão;Área 001;4562;4485;4122;4112;11;362;355;7;77;2103000003001.0
Maranhão;Área 002;5302;5202;4950;4921;29;252;252;0;100;2103000003002.0
Maranhão;Área 003;4276;4009;3756;3459;297;253;194;59;267;2103000003003.0
Maranhão;Área 004;4079;4055;3872;3823;49;183;183;0;24;2103000003004.0
Maranhão;Área 005;4392;3752;2926;2493;434;826;691;136;639;2103000003005.0
Maranhão;Área 006;8544;4720;3045;1548;1497;1675;762;912;3824;2103000003006.0
Maranhão;Área 007;9017;7942;6913;6295;618;1029;797;232;1075;2103000003007.0
Maranhão;Chapadinha;17658;11646;9109;6016;3093;2537;1424;1113;6012;2103208.0
Maranhão;Área 001;8161;3823;2870;1478;1392;953;507;446;4338;2103208003001.0
Maranhão;Área 002;9497;7823;6239;4538;1701;1584;916;667;1674;2103208003002.0
Maranhão;Codó;29594;24616;18745;17904;840;5872;5080;792;4977;2103307.0
Maranhão;Área 001;4799;4747;3380;3380;0;1367;1367;0;52;2103307003001.0
Maranhão;Área 002;7178;4767;3609;3309;299;1158;865;293;2411;2103307003002.0
Maranhão;Área 003;8144;8051;7342;7291;51;710;681;29;93;2103307003003.0
Maranhão;Área 004;9473;7052;4414;3924;490;2637;2167;471;2421;2103307003004.0
Maranhão;Coelho Neto;11110;9766;5722;5106;616;4044;3920;124;1344;2103406.0
Maranhão;Área 001;4965;4764;2946;2672;274;1817;1771;47;201;2103406003001.0
Maranhão;Área 002;6144;5002;2776;2433;342;2226;2149;77;1142;2103406003002.0
Maranhão;Colinas;9855;7802;5065;4047;1018;2737;1746;990;2053;2103505.0
Maranhão;Área 001;4759;4325;3134;2903;231;1191;933;258;434;2103505003001.0
Maranhão;Área 002;5096;3476;1931;1144;787;1545;813;732;1620;2103505003002.0
Maranhão;Coroatá;15930;13170;10648;10206;442;2522;2365;157;2760;2103604.0
Maranhão;Área 001;5217;3520;2415;2218;198;1104;978;127;1697;2103604003001.0
Maranhão;Área 002;10713;9650;8233;7989;244;1417;1387;30;1063;2103604003002.0
Maranhão;Cururupu;8417;5387;4267;4134;133;1120;1057;63;3030;2103703.0
Maranhão;Área 001;4077;1912;1529;1461;68;384;333;51;2164;2103703003001.0
Maranhão;Área 002;4340;3475;2738;2673;65;736;724;12;866;2103703003002.0
Maranhão;Estreito;9117;8458;7902;7176;726;556;464;93;659;2104057.0
Maranhão;Área 001;4323;4262;4114;4073;41;148;148;0;60;2104057003001.0
Maranhão;Área 002;4794;4196;3787;3103;685;408;316;93;598;2104057003002.0
Maranhão;Grajaú;14913;12015;7682;6967;715;4333;3690;643;2899;2104800.0
Maranhão;Área 001;6295;4870;2673;2251;422;2197;2015;182;1425;2104800003001.0
Maranhão;Área 002;8619;7145;5009;4716;294;2135;1675;460;1474;2104800003002.0
Maranhão;Imperatriz;68537;66554;63061;59241;3820;3493;3174;319;1983;2105302.0
Maranhão;Área 001;4024;3208;2692;1379;1313;516;397;119;815;2105302004001.0
Maranhão;Área 002;4256;4192;3723;3501;223;469;459;9;64;2105302004002.0
Maranhão;Área 003;4373;4373;4337;4096;241;36;36;0;0;2105302004003.0
Maranhão;Área 004;4274;4274;4123;3820;303;151;140;10;0;2105302004004.0
Maranhão;Área 005;4725;4689;4230;4176;54;459;437;23;36;2105302004005.0
Maranhão;Área 006;4968;4968;4721;4678;43;247;247;0;0;2105302004006.0
Maranhão;Área 007;5506;5483;5387;5185;202;96;91;6;23;2105302004007.0
Maranhão;Área 008;6076;5864;5687;5283;404;177;127;50;212;2105302004008.0
Maranhão;Área 009;6924;6780;6396;6204;192;383;338;45;145;2105302004009.0
Maranhão;Área 010;5694;5205;5022;4843;178;183;165;18;489;2105302004010.0
Maranhão;Área 011;8030;7952;7649;7349;300;303;295;9;78;2105302004011.0
Maranhão;Área 012;9688;9567;9094;8726;367;473;442;31;122;2105302004012.0
Maranhão;Itapecuru Mirim;15710;11694;8928;7651;1277;2766;1829;937;4017;2105401.0
Maranhão;Área 001;6534;6141;5245;5110;135;896;780;115;393;2105401003001.0
Maranhão;Área 002;9176;5553;3683;2541;1143;1870;1048;822;3623;2105401003002.0
Maranhão;Lago da Pedra;11463;6642;5636;1552;4084;1006;424;582;4821;2105708.0
Maranhão;Área 001;5373;3607;3284;955;2329;323;141;183;1766;2105708003001.0
Maranhão;Área 002;6090;3035;2353;597;1755;683;283;399;3055;2105708003002.0
Maranhão;Paço do Lumiar;27090;25547;21824;15387;6437;3723;2243;1480;1543;2107506.0
Maranhão;Área 001;4092;4066;3394;2413;981;672;580;91;26;2107506003001.0
Maranhão;Área 002;8612;7728;5950;3479;2471;1778;643;1136;883;2107506003002.0
Maranhão;Área 003;6727;6674;6322;5965;358;352;332;20;53;2107506003003.0
Maranhão;Área 004;7659;7078;6158;3530;2628;921;688;233;581;2107506003004.0
Maranhão;Parnarama;8654;5971;3559;3404;156;2412;2300;112;2683;2107803.0
Maranhão;Área 001;4180;3559;2547;2483;64;1012;999;12;621;2107803003001.0
Maranhão;Área 002;4474;2412;1012;921;91;1400;1301;99;2062;2107803003002.0
Maranhão;Pedreiras;10630;9823;9119;8261;858;704;401;303;807;2108207.0
Maranhão;Área 001;4078;3993;3686;3626;60;307;281;26;85;2108207003001.0
Maranhão;Área 002;6552;5830;5433;4635;798;397;120;277;722;2108207003002.0
Maranhão;Pinheiro;19496;11331;9954;6598;3356;1377;839;538;8165;2108603.0
Maranhão;Área 001;4603;1635;1158;299;859;477;221;256;2968;2108603003001.0
Maranhão;Área 002;6748;4639;4071;2974;1097;568;419;149;2109;2108603003002.0
Maranhão;Área 003;8145;5057;4725;3325;1401;332;199;133;3087;2108603003003.0
Maranhão;Presidente Dutra;11923;11565;10008;8681;1327;1557;1166;391;358;2109106.0
Maranhão;Área 001;6511;6453;6035;5725;310;418;407;11;58;2109106003001.0
Maranhão;Área 002;5412;5112;3973;2956;1017;1139;759;380;300;2109106003002.0
Maranhão;Rosário;9448;7202;5633;4510;1123;1570;1192;378;2245;2109601.0
Maranhão;Área 001;4001;2429;1535;1019;516;894;583;311;1572;2109601003001.0
Maranhão;Área 002;5447;4773;4098;3491;607;676;609;67;673;2109601003002.0
Maranhão;Santa Helena;8820;4157;3779;588;3191;378;210;168;4663;2109809.0
Maranhão;Área 001;4281;2257;2001;372;1628;256;125;131;2024;2109809003001.0
Maranhão;Área 002;4539;1900;1779;216;1563;121;85;37;2639;2109809003002.0
Maranhão;Santa Inês;20264;19846;18324;17888;436;1522;1429;93;418;2109908.0
Maranhão;Área 001;4108;3928;3420;3217;203;508;458;50;180;2109908003001.0
Maranhão;Área 002;7638;7496;7307;7128;179;189;156;33;142;2109908003002.0
Maranhão;Área 003;8518;8421;7597;7543;53;825;814;10;96;2109908003003.0
Maranhão;Santa Luzia;17466;12877;7965;6759;1206;4913;4378;534;4589;2110005.0
Maranhão;Área 001;4771;2559;888;517;371;1671;1376;296;2212;2110005003001.0
Maranhão;Área 002;5038;3252;1438;1174;263;1814;1609;205;1786;2110005003002.0
Maranhão;Área 003;7657;7066;5639;5068;571;1427;1394;34;591;2110005003003.0
Maranhão;São Bento;9658;5878;5359;4995;363;519;363;156;3781;2110500.0
Maranhão;Área 001;4668;4312;4065;3940;125;247;196;51;356;2110500003001.0
Maranhão;Área 002;4990;1566;1294;1055;239;272;167;105;3424;2110500003002.0
Maranhão;São Domingos do Maranhão;8853;7929;5787;5528;259;2142;2095;47;924;2110708.0
Maranhão;Área 001;4254;3896;3326;3177;149;570;561;9;358;2110708003001.0
Maranhão;Área 002;4599;4033;2461;2351;110;1572;1534;39;565;2110708003002.0
Maranhão;São José de Ribamar;42583;39886;34329;24134;10195;5557;3834;1723;2696;2111201.0
Maranhão;Área 001;4595;4170;3330;2998;331;840;772;68;425;2111201003001.0
Maranhão;Área 002;4918;4692;3481;3211;271;1211;1146;65;225;2111201003002.0
Maranhão;Área 003;4640;4189;3641;2388;1253;547;336;212;451;2111201003003.0
Maranhão;Área 004;4028;3751;3183;2076;1107;568;391;177;277;2111201003004.0
Maranhão;Área 005;4129;4047;3957;2364;1594;90;57;32;82;2111201003005.0
Maranhão;Área 006;10362;9575;7991;5009;2982;1584;819;765;787;2111201003006.0
Maranhão;Área 007;9911;9463;8746;6089;2657;716;312;404;448;2111201003007.0
Maranhão;São Luís;276830;259762;238273;193749;44524;21489;14460;7029;17068;2111300.0
