Estado;Município;Total domicílios;Total com água canalizada;Água em pelo menos um cômodo;Rede geral de distribuição;Outra forma;Água no terreno ou propriedade;Rede geral de distribuição.1;Outra forma.1;Não tinham;Código da Unidade Geográfica
Maranhão;Itapiracó;9866;9642;8935;4981;3955;706;122;584;224;2111300005013.0
Maranhão;Jardim América;10445;10059;8856;6921;1935;1203;792;411;386;2111300005028.0
Maranhão;João Paulo;10135;10078;9580;9507;73;498;461;37;57;2111300005004.0
Maranhão;Litoral;9855;9761;9229;6410;2819;533;446;87;94;2111300005011.0
Maranhão;Maracanã;9575;6769;5517;3007;2510;1252;666;586;2806;2111300005023.0
Maranhão;Mauro Fecury;8899;7742;7278;6418;861;464;395;69;1157;2111300005021.0
Maranhão;Monte Castelo;8308;7944;7270;7036;234;674;653;21;364;2111300005002.0
Maranhão;Sacavém;8480;7568;6956;5682;1275;612;549;63;912;2111300005018.0
Maranhão;Santo Antônio;8314;7851;7084;6730;354;767;647;120;463;2111300005017.0
Maranhão;São Cristóvão;9762;9688;8752;8161;591;936;733;203;74;2111300005016.0
Maranhão;São Francisco;10374;10142;9638;9037;601;504;442;62;232;2111300005010.0
Maranhão;São Raimundo;8605;7943;7054;4456;2599;888;589;299;662;2111300005025.0
Maranhão;Tibiri;8900;7116;5102;3229;1873;2014;1194;820;1785;2111300005024.0
Maranhão;Tirirical;8104;7743;7160;4826;2333;583;382;202;361;2111300005026.0
Maranhão;Turu;9940;9441;8271;2588;5683;1170;260;911;499;2111300005012.0
Maranhão;Vila Embratel;11909;10112;8214;5708;2506;1898;1284;614;1797;2111300005020.0
Maranhão;Vila Palmeira;9226;9111;8527;8519;8;584;555;29;115;2111300005005.0
Maranhão;Vinhais;8475;8311;8072;7275;798;238;173;65;164;2111300005009.0
Maranhão;São Mateus do Maranhão;9818;6820;4755;3035;1720;2065;1606;459;2998;2111508.0
Maranhão;Área 001;4182;2606;1544;660;884;1062;813;249;1576;2111508003001.0
Maranhão;Área 002;5636;4213;3211;2375;836;1002;793;210;1422;2111508003002.0
Maranhão;Timon;40477;38374;33735;31333;2402;4640;3666;973;2102;2112209.0
Maranhão;Área 001;4574;4378;4059;3957;102;319;312;7;196;2112209003001.0
Maranhão;Área 002;4545;4522;4342;4342;0;179;179;0;23;2112209003002.0
Maranhão;Área 003;4345;4327;3934;3923;11;393;385;8;18;2112209003003.0
Maranhão;Área 004;5680;5549;4744;4290;455;805;700;105;131;2112209003004.0
Maranhão;Área 005;4853;4853;4613;4600;12;240;240;0;0;2112209003005.0
Maranhão;Área 006;7991;7611;6606;6413;192;1005;910;95;380;2112209003006.0
Maranhão;Área 007;8489;7135;5436;3807;1629;1699;940;759;1354;2112209003007.0
Maranhão;Tuntum;10440;9037;7421;7116;304;1616;1491;125;1403;2112308.0
Maranhão;Área 001;5542;5172;4472;4423;48;701;668;32;370;2112308003001.0
Maranhão;Área 002;4898;3865;2949;2693;256;915;823;93;1033;2112308003002.0
Maranhão;Tutóia;11344;6465;3928;1851;2077;2537;2014;523;4879;2112506.0
Maranhão;Área 001;5251;3762;1955;1368;587;1807;1359;448;1489;2112506003001.0
Maranhão;Área 002;6093;2703;1973;483;1490;730;654;75;3390;2112506003002.0
Maranhão;Vargem Grande;11100;5784;3594;3043;551;2190;1493;697;5316;2112704.0
Maranhão;Área 001;4130;893;370;144;226;523;35;488;3237;2112704003001.0
Maranhão;Área 002;6970;4891;3224;2898;326;1667;1458;209;2079;2112704003002.0
Maranhão;Viana;12347;5691;4780;3909;871;911;521;390;6656;2112803.0
Maranhão;Área 001;4712;3332;2989;2703;286;343;218;124;1380;2112803003001.0
Maranhão;Área 002;7635;2359;1791;1206;585;568;303;265;5276;2112803003002.0
Maranhão;Zé Doca;11887;8264;6923;5362;1562;1340;1082;258;3624;2114007.0
Maranhão;Área 001;4728;2646;2024;1242;782;622;472;150;2082;2114007003001.0
Maranhão;Área 002;7159;5617;4899;4119;780;718;611;108;1542;2114007003002.0
Piauí;Altos;10360;8447;7364;5590;1774;1083;756;327;1913;2200400.0
Piauí;Área 001;4151;3935;3626;2950;676;309;293;16;216;2200400003001.0
Piauí;Área 002;6209;4512;3738;2640;1098;774;463;310;1697;2200400003002.0
Piauí;Barras;11297;7488;6325;5062;1262;1163;905;258;3809;2201200.0
Piauí;Área 001;4477;2247;1658;1159;499;590;422;167;2230;2201200003001.0
Piauí;Área 002;6820;5241;4667;3904;763;574;483;91;1579;2201200003002.0
Piauí;Campo Maior;12959;12006;11406;9855;1551;600;458;143;953;2202208.0
Piauí;Área 001;4693;4342;4187;3810;377;154;106;48;351;2202208003001.0
Piauí;Área 002;8266;7665;7219;6045;1174;446;351;94;602;2202208003002.0
Piauí;Esperantina;10131;8112;6982;5864;1118;1130;838;292;2019;2203701.0
Piauí;Área 001;4257;2684;2015;1382;633;669;455;214;1573;2203701003001.0
Piauí;Área 002;5874;5428;4968;4482;485;461;383;78;446;2203701003002.0
Piauí;Floriano;16113;14892;14281;13371;910;612;444;168;1221;2203909.0
Piauí;Área 001;7129;6470;6131;5675;456;339;257;82;659;2203909003001.0
Piauí;Área 002;8984;8422;8150;7696;454;273;187;86;561;2203909003002.0
Piauí;José de Freitas;9214;7848;5853;4083;1770;1995;1194;801;1366;2205508.0
Piauí;Área 001;4308;3617;2605;1585;1020;1012;601;411;691;2205508003001.0
Piauí;Área 002;4906;4231;3248;2498;750;983;593;390;675;2205508003002.0
Piauí;Oeiras;10424;9249;8567;6634;1933;683;227;455;1174;2207009.0
Piauí;Área 001;4138;3101;2578;1396;1182;523;96;426;1037;2207009003001.0
Piauí;Área 002;6286;6148;5988;5238;751;160;131;29;138;2207009003002.0
Piauí;Parnaíba;38675;35556;33103;32053;1050;2454;2261;193;3118;2207702.0
Piauí;Área 001;5022;4939;4829;4790;39;110;110;0;84;2207702003001.0
Piauí;Área 002;14249;12799;11284;10767;517;1515;1431;84;1450;2207702003002.0
Piauí;Área 003;4465;4154;3910;3852;58;244;244;0;311;2207702003003.0
Piauí;Área 004;7415;7320;7199;7104;95;121;121;0;95;2207702003004.0
Piauí;Área 005;7524;6346;5881;5541;341;465;355;110;1178;2207702003005.0
Piauí;Pedro II;9783;7070;5982;5409;573;1088;909;179;2713;2207900.0
Piauí;Área 001;4360;3855;3399;3327;72;456;422;34;505;2207900003001.0
Piauí;Área 002;5423;3216;2583;2082;501;632;487;145;2207;2207900003002.0
Piauí;Picos;21166;20699;19638;17552;2087;1061;933;128;467;2208007.0
Piauí;Área 001;4199;4199;3950;3907;42;249;236;13;0;2208007003001.0
Piauí;Área 002;7899;7465;6868;5680;1187;597;499;98;434;2208007003002.0
Piauí;Área 003;9068;9036;8821;7964;857;215;198;16;32;2208007003003.0
Piauí;Piripiri;16998;15150;13463;12292;1172;1687;1126;561;1848;2208403.0
Piauí;Área 001;4314;3702;3090;2757;333;612;393;219;612;2208403003001.0
Piauí;Área 002;5948;5866;5636;5524;113;229;229;0;82;2208403003002.0
Piauí;Área 003;6735;5582;4737;4011;726;845;504;342;1153;2208403003003.0
Piauí;São Raimundo Nonato;9300;6304;5837;5759;78;468;373;95;2995;2210607.0
Piauí;Área 001;4004;1307;1212;1156;56;95;0;95;2697;2210607003001.0
Piauí;Área 002;5296;4997;4624;4603;22;373;373;0;299;2210607003002.0
Piauí;Teresina;222319;219214;209598;199621;9977;9616;8045;1570;3105;2211001.0
Piauí;Área 001;8553;8512;8410;8223;188;101;101;0;41;2211001003001.0
Piauí;Área 002;8529;8529;8316;7980;337;213;213;0;0;2211001003002.0
Piauí;Área 003;8023;7875;7320;7228;92;555;534;22;147;2211001003003.0
Piauí;Área 004;8606;8251;7730;6951;780;521;359;162;355;2211001003004.0
Piauí;Área 005;9890;9890;9736;9537;199;154;154;0;0;2211001003005.0
Piauí;Área 006;38995;37023;34084;28585;5500;2939;1824;1115;1972;2211001003006.0
Piauí;Área 007;34767;34497;33204;32603;601;1293;1271;22;270;2211001003007.0
Piauí;Área 008;8250;8201;7762;7616;146;439;421;18;49;2211001003008.0
Piauí;Área 009;8610;8610;8432;8404;28;178;178;0;0;2211001003009.0
Piauí;Área 010;9302;9288;9148;9111;37;140;140;0;14;2211001003010.0
Piauí;Área 011;22942;22942;22194;21823;370;748;713;35;0;2211001003011.0
Piauí;Área 012;8195;8178;8096;7938;158;82;82;0;17;2211001003012.0
Piauí;Área 013;8696;8653;8228;8205;23;425;425;0;43;2211001003013.0
Piauí;Área 014;9099;8953;8450;8261;189;503;417;86;146;2211001003014.0
Piauí;Área 015;11846;11846;11302;11281;21;544;515;29;0;2211001003015.0
Piauí;Área 016;18016;17964;17185;15877;1308;780;697;83;52;2211001003016.0
Piauí;União;10847;7419;6389;4791;1598;1031;691;340;3428;2211100.0
Piauí;Área 001;4000;2592;2317;1690;628;275;180;94;1408;2211100003001.0
Piauí;Área 002;6847;4827;4071;3101;970;756;511;245;2020;2211100003002.0
Ceará;Acaraú;14629;11226;9409;7671;1737;1817;1343;475;3403;2300200.0
Ceará;Área 001;6672;5441;4426;3884;543;1015;678;337;1231;2300200003001.0
Ceará;Área 002;7956;5785;4982;3788;1195;802;664;138;2171;2300200003002.0
Ceará;Acopiara;15041;11293;10735;8315;2419;558;135;423;3748;2300309.0
Ceará;Área 001;6907;6306;6261;5945;316;45;26;19;601;2300309003001.0
Ceará;Área 002;8134;4987;4474;2370;2104;513;109;404;3147;2300309003002.0
Ceará;Amontada;9807;4894;4433;3388;1046;461;251;210;4913;2300754.0
Ceará;Área 001;4079;1243;1027;464;564;216;132;84;2836;2300754003001.0
Ceará;Área 002;5728;3650;3406;2924;482;244;119;125;2078;2300754003002.0
Ceará;Aquiraz;19662;13573;12234;3569;8666;1339;363;976;6089;2301000.0
Ceará;Área 001;4368;2731;2291;238;2053;440;137;302;1637;2301000003001.0
Ceará;Área 002;6658;3836;3278;422;2856;558;109;449;2822;2301000003002.0
Ceará;Área 003;8635;7006;6665;2908;3756;341;116;225;1630;2301000003003.0
Ceará;Aracati;19764;15914;14157;12895;1262;1757;1569;187;3850;2301109.0
Ceará;Área 001;4210;3092;2744;2375;370;347;280;67;1118;2301109003001.0
Ceará;Área 002;5871;5190;4796;4465;331;393;347;46;681;2301109003002.0
Ceará;Área 003;9683;7633;6617;6056;561;1016;942;74;2050;2301109003003.0
Ceará;Barbalha;14707;14148;12991;10707;2284;1157;828;329;559;2301901.0
Ceará;Área 001;7306;6883;5860;3671;2188;1024;713;311;423;2301901003001.0
Ceará;Área 002;7401;7265;7131;7036;95;134;115;19;136;2301901003002.0
Ceará;Baturité;9156;7418;6912;6143;768;506;206;300;1739;2302107.0
Ceará;Área 001;4013;2838;2552;2222;331;286;89;197;1176;2302107003001.0
Ceará;Área 002;5143;4580;4359;3922;438;220;117;103;563;2302107003002.0
Ceará;Beberibe;14073;8337;7910;2111;5799;427;239;188;5736;2302206.0
Ceará;Área 001;5157;3624;3382;1244;2138;242;140;101;1533;2302206003001.0
Ceará;Área 002;8916;4713;4528;866;3661;185;98;86;4203;2302206003002.0
Ceará;Boa Viagem;15146;12152;11256;10490;767;896;740;156;2994;2302404.0
Ceará;Área 001;7408;6118;5875;5420;456;243;191;52;1290;2302404003001.0
Ceará;Área 002;7738;6034;5381;5070;311;653;549;105;1704;2302404003002.0
Ceará;Brejo Santo;12113;11156;10079;8770;1309;1077;568;510;956;2302503.0
Ceará;Área 001;5053;4958;4845;4762;83;114;114;0;95;2302503003001.0
Ceará;Área 002;7059;6198;5235;4008;1227;964;454;510;861;2302503003002.0
Ceará;Camocim;15683;12956;12322;11771;551;634;634;0;2726;2302602.0
Ceará;Área 001;6991;6887;6529;6508;21;358;358;0;103;2302602003001.0
Ceará;Área 002;8692;6069;5793;5264;530;276;276;0;2623;2302602003002.0
Ceará;Canindé;19963;15264;14531;13265;1266;733;543;190;4699;2302800.0
Ceará;Área 001;4666;2154;2006;1666;340;148;89;59;2512;2302800003001.0
Ceará;Área 002;7325;5613;5332;4831;501;281;164;117;1712;2302800003002.0
Ceará;Área 003;7972;7498;7194;6769;424;304;290;13;475;2302800003003.0
Ceará;Cascavel;18806;12800;12120;7976;4144;680;361;319;6006;2303501.0
Ceará;Área 001;4135;1679;1539;184;1355;140;20;120;2455;2303501003001.0
Ceará;Área 002;5801;4326;3977;3127;851;349;251;98;1474;2303501003002.0
Ceará;Área 003;8871;6794;6603;4665;1938;191;90;101;2076;2303501003003.0
Ceará;Caucaia;89183;80786;75977;68132;7845;4810;3568;1242;8397;2303709.0
Ceará;Araturi;8068;7966;7846;7815;31;120;110;10;102;2303709005047.0
Ceará;Cigana;5004;4846;4747;4627;120;99;77;21;158;2303709005010.0
Ceará;Conjunto Metropolitano;6329;6194;5951;5928;24;243;204;40;135;2303709005012.0
Ceará;Grilo;5355;4374;3951;2928;1023;422;131;291;981;2303709005017.0
Ceará;Icaraí;6229;5740;5535;3843;1692;205;141;64;489;2303709005019.0
Ceará;Marechal Rondon;5234;5164;4671;4623;48;492;492;0;70;2303709005049.0
Ceará;Nova Metrópole;6834;6834;6834;6822;12;0;0;0;0;2303709005048.0
Ceará;Novo Pabussu;6366;5766;5295;5217;78;471;460;11;601;2303709005030.0
Ceará;Parque Guadalajara;10485;10150;9577;8726;851;573;562;11;335;2303709005053.0
Ceará;Parque Potira;5433;5059;4718;4407;310;341;315;26;374;2303709005054.0
Ceará;Parque Soledade;5639;5445;5318;5169;149;127;127;0;194;2303709005036.0
Ceará;Sitios Novos;8066;5135;4196;2460;1736;939;331;608;2931;2303709005046.0
Ceará;Tabapuá;4417;4293;3965;3885;80;328;308;20;124;2303709005041.0
Ceará;Tabuba;5723;3821;3372;1680;1692;449;310;140;1902;2303709005043.0
Ceará;Crateús;21717;18093;17293;15144;2149;800;440;360;3625;2304103.0
Ceará;Área 001;4202;4115;4085;4085;0;31;31;0;87;2304103003001.0
Ceará;Área 002;4427;3947;3923;3584;340;24;24;0;480;2304103003002.0
Ceará;Área 003;6002;5980;5766;5766;0;214;214;0;22;2304103003003.0
Ceará;Área 004;7086;4050;3519;1710;1809;531;171;360;3036;2304103003004.0
Ceará;Crato;33965;31325;30205;28054;2151;1120;786;335;2640;2304202.0
Ceará;Área 001;4425;2959;2591;1581;1010;368;235;133;1466;2304202003001.0
Ceará;Área 002;4115;3785;3641;3328;313;143;115;28;330;2304202003002.0
Ceará;Área 003;4572;4010;3790;3123;667;220;92;128;563;2304202003003.0
Ceará;Área 004;4604;4551;4474;4474;0;77;77;0;53;2304202003004.0
Ceará;Área 005;8099;7969;7885;7751;134;83;45;38;130;2304202003005.0
Ceará;Área 006;8149;8052;7824;7797;27;228;221;8;97;2304202003006.0
Ceará;Eusébio;12702;11120;10285;6711;3575;835;535;299;1582;2304285.0
Ceará;Área 001;6332;5481;5099;3188;1911;382;261;122;851;2304285003001.0
Ceará;Área 002;6370;5638;5186;3522;1664;452;274;178;732;2304285003002.0
Ceará;Fortaleza;709952;698467;683612;649468;34144;14855;13197;1658;11485;2304400.0
Ceará;Aldeota;13712;13712;13490;12469;1022;222;184;37;0;2304400005002.0
Ceará;Ancuri;13968;13799;13679;13255;424;120;101;19;169;2304400005050.0
Ceará;Antônio Bezerra;11216;11004;10820;9731;1088;185;161;24;211;2304400005040.0
Ceará;Autran Nunes;9447;9333;9181;8985;197;152;130;22;114;2304400005041.0
Ceará;Barra do Ceará;20279;19422;19117;17264;1853;305;203;101;857;2304400005006.0
Ceará;Barroso;15440;15319;15238;14867;371;81;81;0;121;2304400005051.0
Ceará;Bela Vista;9066;8934;8895;8568;327;39;39;0;132;2304400005094.0
Ceará;Bom Jardim;10461;10401;10165;10050;115;235;222;13;60;2304400005072.0
Ceará;Bonsucesso;11769;11684;11524;11092;432;160;99;60;85;2304400005073.0
Ceará;Canindezinho;14553;14420;13594;13517;76;826;826;0;133;2304400005074.0
Ceará;Carlito Pamplona;15121;14776;14230;13265;965;546;464;82;345;2304400005009.0
Ceará;Centro;11864;11780;11697;10163;1534;83;57;26;84;2304400005010.0
Ceará;Coco;14856;14638;14241;13744;497;397;316;81;218;2304400005011.0
Ceará;Conjunto Esperança;10231;10131;10060;9817;243;71;71;0;100;2304400005076.0
Ceará;Conjunto Palmeiras;9500;9320;9155;8973;181;165;155;10;180;2304400005118.0
Ceará;Cristo Redentor;12029;11267;10853;9918;934;414;348;66;762;2304400005012.0
Ceará;Dias Macedo;10296;10221;10111;9944;167;110;110;0;75;2304400005098.0
Ceará;Engenheiro Luciano Cavalcante;9306;9236;9176;8580;596;61;43;18;70;2304400005058.0
Ceará;Fátima;10101;10101;10080;9904;176;21;21;0;0;2304400005016.0
Ceará;Floresta;14824;13972;13566;11971;1595;406;304;102;851;2304400005017.0
Ceará;Genibau;16772;16578;16513;16360;153;66;66;0;193;2304400005044.0
Ceará;Granja Lisboa;14643;14545;13819;13819;0;726;701;24;98;2304400005078.0
Ceará;Granja Portugal;17555;17393;17219;17115;104;174;152;21;162;2304400005079.0
Ceará;Henrique Jorge;13060;12914;12653;12402;251;261;230;31;146;2304400005045.0
Ceará;Jacarecanga;11594;11320;11090;10051;1039;230;174;56;274;2304400005018.0
Ceará;Jangurussu;13863;13844;13327;13250;77;517;495;22;19;2304400005061.0
Ceará;Jardim América;9787;9708;9344;9279;65;364;332;32;78;2304400005019.0
Ceará;Jardim das Oliveiras;13634;13531;12675;11886;789;856;774;81;103;2304400005062.0
Ceará;Joaquim Távora;12215;12179;12068;11425;643;110;110;0;37;2304400005022.0
Ceará;Jóquei Club (São Cristóvão);8962;8863;8417;7626;791;446;446;0;99;2304400005101.0
Ceará;José de Alencar;8832;8743;8677;8074;603;66;11;55;89;2304400005049.0
Ceará;Lagoa Redonda;12423;11991;11525;10919;606;466;385;81;432;2304400005063.0
Ceará;Lagoa Sapiranga (Coité);14545;14158;14078;13124;955;80;61;19;387;2304400005064.0
Ceará;Manoel Sátiro;14185;14112;13822;13139;683;290;266;24;73;2304400005081.0
Ceará;Meireles;12792;12792;12650;12408;243;142;142;0;0;2304400005024.0
Ceará;Messejana (sede);12186;12150;11932;11630;303;217;172;45;36;2304400005065.0
Ceará;Mondubim (Sede);22069;21747;21326;20873;453;421;421;0;322;2304400005083.0
Ceará;Montese;11693;11542;11368;10742;626;174;174;0;151;2304400005103.0
Ceará;Papicu;13684;13463;13203;12540;663;260;238;22;221;2304400005027.0
Ceará;Parangaba;15274;15142;14733;13249;1483;409;409;0;132;2304400005105.0
Ceará;Parque Dois Irmãos;11920;11920;11807;11394;412;114;114;0;0;2304400005084.0
Ceará;Parquelândia;9818;9710;9142;8710;433;568;513;54;108;2304400005029.0
Ceará;Passaré;14973;14860;14819;14556;263;42;42;0;113;2304400005088.0
Ceará;Pici (Parque Universitário);11880;11731;11618;11403;215;113;113;0;149;2304400005106.0
Ceará;Planalto Ayrton Senna;10945;10708;10685;10528;157;23;23;0;236;2304400005116.0
Ceará;Prefeito José Walter;9577;9525;9237;9237;0;287;243;44;52;2304400005089.0
Ceará;Presidente Kennedy;13196;12970;12247;11491;756;723;709;14;226;2304400005033.0
Ceará;Quintino Cunha;13148;12553;12086;10521;1565;467;372;95;595;2304400005048.0
Ceará;Rodolfo Teófilo;12247;12178;12096;11617;479;81;39;42;69;2304400005034.0
Ceará;São João do Tauapé;8576;8556;8495;8315;180;61;38;24;20;2304400005035.0
Ceará;Serrinha;15331;15013;14911;13965;946;103;82;21;318;2304400005107.0
Ceará;Siqueira;9237;9079;8581;8409;172;498;498;0;158;2304400005090.0
Ceará;Vicente Pinzon;19039;18840;18434;17610;825;406;406;0;198;2304400005037.0
Ceará;Vila União;10633;10382;10262;10083;179;120;101;18;251;2304400005109.0
Ceará;Vila Velha;21628;20257;19883;15643;4240;374;208;167;1371;2304400005039.0
Ceará;Granja;13213;8250;6349;5554;795;1901;1470;431;4963;2304707.0
Ceará;Área 001;6303;3173;1955;1338;618;1218;837;381;3129;2304707003001.0
Ceará;Área 002;6910;5076;4394;4216;177;683;632;50;1834;2304707003002.0
Ceará;Guaraciaba do Norte;10217;8516;8030;6879;1151;486;233;253;1701;2305001.0
Ceará;Área 001;4421;3609;3368;2961;406;241;170;72;812;2305001003001.0
Ceará;Área 002;5796;4907;4662;3918;745;245;64;181;889;2305001003002.0
Ceará;Horizonte;15681;13378;13052;10026;3026;326;211;114;2303;2305233.0
Ceará;Área 001;5740;4961;4866;3728;1139;95;41;54;779;2305233003001.0
Ceará;Área 002;9941;8416;8186;6298;1887;231;170;61;1524;2305233003002.0
Ceará;Icó;18236;15544;14472;12628;1844;1072;812;260;2692;2305407.0
Ceará;Área 001;6629;6462;6331;6045;286;131;119;12;167;2305407003001.0
Ceará;Área 002;11607;9082;8141;6582;1558;942;694;248;2524;2305407003002.0
Ceará;Iguatu;28807;27382;25689;23370;2319;1693;1378;315;1425;2305506.0
Ceará;Área 001;3862;3334;2412;1797;615;921;735;187;528;2305506003001.0
Ceará;Área 002;4072;4019;3944;3910;35;74;74;0;53;2305506003002.0
Ceará;Área 003;3984;3666;3494;3125;369;172;135;38;318;2305506003003.0
Ceará;Área 004;4172;4082;4045;3904;141;38;38;0;89;2305506003004.0
Ceará;Área 005;5740;5740;5585;5585;0;155;155;0;0;2305506003005.0
Ceará;Área 006;6977;6541;6208;5049;1159;333;242;91;436;2305506003006.0
Ceará;Ipu;11292;9442;8786;7785;1001;656;326;331;1850;2305803.0
Ceará;Área 001;5500;4694;4377;3753;624;317;101;215;806;2305803003001.0
Ceará;Área 002;5792;4748;4409;4032;377;340;224;116;1044;2305803003002.0
Ceará;Ipueiras;10955;9973;9249;8630;619;724;568;156;982;2305902.0
Ceará;Área 001;5380;5030;4802;4617;185;228;152;76;350;2305902003001.0
Ceará;Área 002;5575;4943;4447;4013;434;496;416;80;632;2305902003002.0
Ceará;Itaitinga;9269;8752;8205;7935;270;547;482;64;517;2306256.0
Ceará;Área 001;4020;3872;3666;3639;27;206;177;29;148;2306256003001.0
Ceará;Área 002;5249;4880;4539;4295;244;341;305;36;370;2306256003002.0
Ceará;Itapagé;12916;10364;9583;8421;1163;780;603;177;2552;2306306.0
Ceará;Área 001;5460;3253;2928;2000;928;325;205;120;2208;2306306003001.0
Ceará;Área 002;7455;7111;6655;6421;234;456;399;57;344;2306306003002.0
Ceará;Itapipoca;29918;20346;19110;16892;2218;1235;695;540;9572;2306405.0
Ceará;Área 001;4316;4274;4274;4248;26;0;0;0;42;2306405003001.0
Ceará;Área 002;4483;1875;1496;454;1042;379;60;320;2608;2306405003002.0
Ceará;Área 003;4181;3278;2884;2568;317;394;282;112;903;2306405003003.0
Ceará;Área 004;6606;1568;1447;751;696;122;33;88;5037;2306405003004.0
Ceará;Área 005;10332;9351;9010;8872;138;341;321;20;981;2306405003005.0
Ceará;Itarema;8881;5192;4652;3031;1621;540;455;85;3689;2306553.0
Ceará;Área 001;4103;2515;2272;1337;934;243;203;41;1588;2306553003001.0
Ceará;Área 002;4778;2677;2380;1693;687;297;253;45;2101;2306553003002.0
Ceará;Jaguaribe;10150;9033;8304;7611;692;730;521;209;1117;2306900.0
Ceará;Área 001;4316;3545;3181;2649;532;364;268;96;771;2306900003001.0
Ceará;Área 002;5834;5488;5123;4962;160;365;253;113;346;2306900003002.0
Ceará;Jaguaruana;9582;7666;6475;5916;559;1191;1085;106;1916;2307007.0
Ceará;Área 001;3962;2731;2119;1807;312;612;526;86;1231;2307007003001.0
Ceará;Área 002;5621;4935;4356;4109;246;579;559;20;686;2307007003002.0
Ceará;Juazeiro do Norte;69144;67612;65915;62479;3436;1697;1451;246;1531;2307304.0
Ceará;Centro-Socorro-Salgadinho-Horto;4138;4056;4042;4002;40;14;12;2;82;2307304005001.0
Ceará;Franciscanos-Pio XII;6755;6711;6691;6673;18;20;20;0;44;2307304005014.0
Ceará;Frei Damião-São José;6646;6495;6296;5908;388;198;162;36;151;2307304005035.0
Ceará;Jardim Gonzaga-Lagoa Seca-Cidade Universitaria-Planalto-Jose Geraldo da Cruz;4505;4456;4359;3695;663;97;75;21;49;2307304005029.0
Ceará;João Cabral;4804;4765;4616;4602;14;149;149;0;39;2307304005018.0
Ceará;Limoeiro-Leandro Bezerra de Menezes;4290;4224;4215;4102;112;9;0;9;66;2307304005015.0
Ceará;Piraja-Romeirão;6180;6169;6070;6037;32;99;99;0;11;2307304005016.0
Ceará;Salesianos-Santo Antônio;5700;5669;5620;5541;79;49;49;0;31;2307304005022.0
Ceará;São Miguel-Fatima-Juvêncio Santana;4636;4584;4259;4237;22;325;325;0;52;2307304005003.0
Ceará;Timbauba-Aeroporto-Pedrinhas;6263;6093;6002;5831;171;92;80;11;170;2307304005012.0
Ceará;Tiradentes-Novo Juazeiro-Campo Alegre;4238;4017;3956;3764;192;61;6;55;221;2307304005032.0
Ceará;Triangulo-Antônio Vieira-Santa Teresa;6546;6468;6224;6007;217;244;239;5;78;2307304005019.0
Ceará;Zona Rural – Betolândia-Brejo Seco-Carite – Três Marias;4443;3907;3567;2080;1487;340;234;105;536;2307304005000.0
Ceará;Lavras da Mangabeira;8647;7217;6662;4935;1727;555;278;277;1429;2307502.0
Ceará;Área 001;3950;3180;2748;1697;1051;433;269;163;769;2307502003001.0
Ceará;Área 002;4697;4037;3915;3238;676;122;9;113;660;2307502003002.0
Ceará;Limoeiro do Norte;17141;16227;15977;14582;1395;251;208;42;914;2307601.0
Ceará;Área 001;8369;8271;8215;7665;550;56;43;13;98;2307601003001.0
Ceará;Área 002;8772;7957;7762;6917;845;195;165;30;815;2307601003002.0
Ceará;Maracanaú;57895;56856;55797;55091;706;1058;906;152;1039;2307650.0
Ceará;Alto da Mangueira;4793;4635;4456;4353;104;179;72;107;158;2307650005014.0
Ceará;Conjunto Timbó;4049;4049;3984;3957;27;65;65;0;0;2307650005006.0
Ceará;Distrito Industrial do Ceará;4297;4177;4120;4011;109;57;57;0;120;2307650005005.0
Ceará;Jardim Bandeirante;6531;6379;6310;6276;33;70;70;0;152;2307650005045.0
Ceará;Jereissati Setor A;5578;5543;5543;5543;0;0;0;0;35;2307650005009.0
Ceará;Jereissati Setor D;5482;5431;5342;5318;24;89;64;25;51;2307650005010.0
Ceará;Novo Maracanaú;5475;5386;5295;5286;9;91;91;0;89;2307650005004.0
Ceará;Novo Oriente;4552;4530;4519;4519;0;12;12;0;22;2307650005033.0
Ceará;Pajuçara;5807;5740;5631;5544;88;109;109;0;67;2307650005038.0
Ceará;Parque Luzardo Viana;4586;4424;4305;4228;76;120;120;0;162;2307650005020.0
Ceará;Siqueira;6745;6561;6293;6057;236;268;247;21;184;2307650005029.0
Ceará;Maranguape;28995;25692;24449;22786;1663;1243;939;304;3303;2307700.0
Ceará;Área 001;4282;2955;2827;2494;333;128;116;12;1327;2307700003001.0
Ceará;Área 002;4433;4197;4076;4058;18;121;121;0;236;2307700003002.0
Ceará;Área 003;4920;4824;4593;4553;39;231;225;7;96;2307700003003.0
Ceará;Área 004;7361;6839;6742;6524;218;97;88;10;522;2307700003004.0
Ceará;Área 005;7999;6877;6211;5156;1055;666;390;276;1122;2307700003005.0
Ceará;Massapê;9229;7267;6903;6510;393;365;304;60;1962;2308005.0
Ceará;Área 001;4629;4502;4441;4441;0;61;61;0;127;2308005003001.0
Ceará;Área 002;4600;2765;2462;2069;393;303;243;60;1835;2308005003002.0
Ceará;Mauriti;11635;9802;8249;6657;1591;1553;1173;380;1833;2308104.0
Ceará;Área 001;4278;3862;3532;2937;595;330;235;95;416;2308104003001.0
Ceará;Área 002;7357;5939;4716;3720;996;1223;937;286;1418;2308104003002.0
Ceará;Missão Velha;9069;7706;6804;5609;1195;902;761;141;1363;2308401.0
Ceará;Área 001;4140;3271;2643;1744;899;627;535;92;869;2308401003001.0
Ceará;Área 002;4929;4435;4160;3865;296;275;226;49;494;2308401003002.0
